2.72331e-05 1.04307e-01  -2.80830e-21 0.00000e+00 
5.03594e-02 1.21971e+12  -1.21971e+12 0.00000e+00 
5.03866e-02 1.22236e+12  -1.22236e+12 0.00000e+00 
5.04138e-02 1.22500e+12  -1.22500e+12 0.00000e+00 
5.04411e-02 1.22765e+12  -1.22765e+12 0.00000e+00 
5.04683e-02 1.23031e+12  -1.23030e+12 0.00000e+00 
5.04956e-02 1.23296e+12  -1.23296e+12 0.00000e+00 
5.05228e-02 1.23563e+12  -1.23563e+12 0.00000e+00 
5.05500e-02 1.23829e+12  -1.23829e+12 0.00000e+00 
5.05773e-02 1.24097e+12  -1.24097e+12 0.00000e+00 
5.06045e-02 1.24364e+12  -1.24364e+12 0.00000e+00 
5.06318e-02 1.24632e+12  -1.24632e+12 0.00000e+00 
5.06590e-02 1.24901e+12  -1.24901e+12 0.00000e+00 
5.06863e-02 1.25169e+12  -1.25169e+12 0.00000e+00 
5.07135e-02 1.25439e+12  -1.25439e+12 0.00000e+00 
5.07407e-02 1.25709e+12  -1.25709e+12 0.00000e+00 
5.07680e-02 1.25979e+12  -1.25979e+12 0.00000e+00 
5.07952e-02 1.26249e+12  -1.26249e+12 0.00000e+00 
5.08225e-02 1.26520e+12  -1.26520e+12 0.00000e+00 
5.08497e-02 1.26792e+12  -1.26792e+12 0.00000e+00 
5.08770e-02 1.27064e+12  -1.27064e+12 0.00000e+00 
5.09042e-02 1.27336e+12  -1.27336e+12 0.00000e+00 
5.09314e-02 1.27609e+12  -1.27609e+12 0.00000e+00 
5.09587e-02 1.27882e+12  -1.27882e+12 0.00000e+00 
5.09859e-02 1.28156e+12  -1.28156e+12 0.00000e+00 
5.10132e-02 1.28430e+12  -1.28430e+12 0.00000e+00 
5.10404e-02 1.28705e+12  -1.28705e+12 0.00000e+00 
5.10676e-02 1.28980e+12  -1.28980e+12 0.00000e+00 
5.10949e-02 1.29255e+12  -1.29255e+12 0.00000e+00 
5.11221e-02 1.29531e+12  -1.29531e+12 0.00000e+00 
5.11494e-02 1.29807e+12  -1.29807e+12 0.00000e+00 
5.11766e-02 1.30084e+12  -1.30084e+12 0.00000e+00 
5.12039e-02 1.30361e+12  -1.30361e+12 0.00000e+00 
5.12311e-02 1.30639e+12  -1.30639e+12 0.00000e+00 
5.12583e-02 1.30917e+12  -1.30917e+12 0.00000e+00 
5.12856e-02 1.31196e+12  -1.31195e+12 0.00000e+00 
5.13128e-02 1.31474e+12  -1.31474e+12 0.00000e+00 
5.13401e-02 1.31754e+12  -1.31754e+12 0.00000e+00 
5.13673e-02 1.32034e+12  -1.32034e+12 0.00000e+00 
5.13945e-02 1.32314e+12  -1.32314e+12 0.00000e+00 
5.14218e-02 1.32595e+12  -1.32595e+12 0.00000e+00 
5.14490e-02 1.32876e+12  -1.32876e+12 0.00000e+00 
5.14763e-02 1.33158e+12  -1.33158e+12 0.00000e+00 
5.15035e-02 1.33440e+12  -1.33440e+12 0.00000e+00 
5.15308e-02 1.33722e+12  -1.33722e+12 0.00000e+00 
5.15580e-02 1.34005e+12  -1.34005e+12 0.00000e+00 
5.15852e-02 1.34289e+12  -1.34289e+12 0.00000e+00 
5.16125e-02 1.34573e+12  -1.34573e+12 0.00000e+00 
5.16397e-02 1.34857e+12  -1.34857e+12 0.00000e+00 
5.16670e-02 1.35142e+12  -1.35142e+12 0.00000e+00 
5.16942e-02 1.35427e+12  -1.35427e+12 0.00000e+00 
5.17215e-02 1.35713e+12  -1.35713e+12 0.00000e+00 
5.17487e-02 1.35999e+12  -1.35999e+12 0.00000e+00 
5.17759e-02 1.36286e+12  -1.36286e+12 0.00000e+00 
5.18032e-02 1.36573e+12  -1.36573e+12 0.00000e+00 
5.18304e-02 1.36860e+12  -1.36860e+12 0.00000e+00 
5.18577e-02 1.37148e+12  -1.37148e+12 0.00000e+00 
5.18849e-02 1.37437e+12  -1.37437e+12 0.00000e+00 
5.19122e-02 1.37725e+12  -1.37725e+12 0.00000e+00 
5.19394e-02 1.38015e+12  -1.38015e+12 0.00000e+00 
5.19666e-02 1.38305e+12  -1.38305e+12 0.00000e+00 
5.19939e-02 1.38595e+12  -1.38595e+12 0.00000e+00 
5.20211e-02 1.38886e+12  -1.38886e+12 0.00000e+00 
5.20484e-02 1.39177e+12  -1.39177e+12 0.00000e+00 
5.20756e-02 1.39468e+12  -1.39468e+12 0.00000e+00 
5.21028e-02 1.39760e+12  -1.39760e+12 0.00000e+00 
5.21301e-02 1.40053e+12  -1.40053e+12 0.00000e+00 
5.21573e-02 1.40346e+12  -1.40346e+12 0.00000e+00 
5.21846e-02 1.40639e+12  -1.40639e+12 0.00000e+00 
5.22118e-02 1.40933e+12  -1.40933e+12 0.00000e+00 
5.22391e-02 1.41228e+12  -1.41228e+12 0.00000e+00 
5.22663e-02 1.41522e+12  -1.41522e+12 0.00000e+00 
5.22935e-02 1.41818e+12  -1.41818e+12 0.00000e+00 
5.23208e-02 1.42114e+12  -1.42113e+12 0.00000e+00 
5.23480e-02 1.42410e+12  -1.42410e+12 0.00000e+00 
5.23753e-02 1.42706e+12  -1.42706e+12 0.00000e+00 
5.24025e-02 1.43004e+12  -1.43004e+12 0.00000e+00 
5.24298e-02 1.43301e+12  -1.43301e+12 0.00000e+00 
5.24570e-02 1.43599e+12  -1.43599e+12 0.00000e+00 
5.24842e-02 1.43898e+12  -1.43898e+12 0.00000e+00 
5.25115e-02 1.44197e+12  -1.44197e+12 0.00000e+00 
5.25387e-02 1.44496e+12  -1.44496e+12 0.00000e+00 
5.25660e-02 1.44796e+12  -1.44796e+12 0.00000e+00 
5.25932e-02 1.45097e+12  -1.45097e+12 0.00000e+00 
5.26205e-02 1.45397e+12  -1.45397e+12 0.00000e+00 
5.26477e-02 1.45699e+12  -1.45699e+12 0.00000e+00 
5.26749e-02 1.46001e+12  -1.46001e+12 0.00000e+00 
5.27022e-02 1.46303e+12  -1.46303e+12 0.00000e+00 
5.27294e-02 1.46606e+12  -1.46606e+12 0.00000e+00 
5.27567e-02 1.46909e+12  -1.46909e+12 0.00000e+00 
5.27839e-02 1.47213e+12  -1.47213e+12 0.00000e+00 
5.28112e-02 1.47517e+12  -1.47517e+12 0.00000e+00 
5.28384e-02 1.47821e+12  -1.47821e+12 0.00000e+00 
5.28656e-02 1.48126e+12  -1.48126e+12 0.00000e+00 
5.28929e-02 1.48432e+12  -1.48432e+12 0.00000e+00 
5.29201e-02 1.48738e+12  -1.48738e+12 0.00000e+00 
5.29474e-02 1.49045e+12  -1.49045e+12 0.00000e+00 
5.29746e-02 1.49352e+12  -1.49352e+12 0.00000e+00 
5.30019e-02 1.49659e+12  -1.49659e+12 0.00000e+00 
5.30291e-02 1.49967e+12  -1.49967e+12 0.00000e+00 
5.30563e-02 1.50275e+12  -1.50275e+12 0.00000e+00 
5.30836e-02 1.50584e+12  -1.50584e+12 0.00000e+00 
5.31108e-02 1.50894e+12  -1.50894e+12 0.00000e+00 
5.31381e-02 1.51203e+12  -1.51203e+12 0.00000e+00 
5.31653e-02 1.51514e+12  -1.51514e+12 0.00000e+00 
5.31925e-02 1.51825e+12  -1.51825e+12 0.00000e+00 
5.32198e-02 1.52136e+12  -1.52136e+12 0.00000e+00 
5.32470e-02 1.52448e+12  -1.52448e+12 0.00000e+00 
5.32743e-02 1.52760e+12  -1.52760e+12 0.00000e+00 
5.33015e-02 1.53073e+12  -1.53073e+12 0.00000e+00 
5.33288e-02 1.53386e+12  -1.53386e+12 0.00000e+00 
5.33560e-02 1.53699e+12  -1.53699e+12 0.00000e+00 
5.33832e-02 1.54014e+12  -1.54014e+12 0.00000e+00 
5.34105e-02 1.54328e+12  -1.54328e+12 0.00000e+00 
5.34377e-02 1.54643e+12  -1.54643e+12 0.00000e+00 
5.34650e-02 1.54959e+12  -1.54959e+12 0.00000e+00 
5.34922e-02 1.55275e+12  -1.55275e+12 0.00000e+00 
5.35195e-02 1.55592e+12  -1.55592e+12 0.00000e+00 
5.35467e-02 1.55909e+12  -1.55909e+12 0.00000e+00 
5.35739e-02 1.56226e+12  -1.56226e+12 0.00000e+00 
5.36012e-02 1.56544e+12  -1.56544e+12 0.00000e+00 
5.36284e-02 1.56863e+12  -1.56863e+12 0.00000e+00 
5.36557e-02 1.57182e+12  -1.57182e+12 0.00000e+00 
5.36829e-02 1.57501e+12  -1.57501e+12 0.00000e+00 
5.37102e-02 1.57821e+12  -1.57821e+12 0.00000e+00 
5.37374e-02 1.58142e+12  -1.58142e+12 0.00000e+00 
5.37646e-02 1.58462e+12  -1.58462e+12 0.00000e+00 
5.37919e-02 1.58784e+12  -1.58784e+12 0.00000e+00 
5.38191e-02 1.59106e+12  -1.59106e+12 0.00000e+00 
5.38464e-02 1.59428e+12  -1.59428e+12 0.00000e+00 
5.38736e-02 1.59751e+12  -1.59751e+12 0.00000e+00 
5.39009e-02 1.60075e+12  -1.60074e+12 0.00000e+00 
5.39281e-02 1.60398e+12  -1.60398e+12 0.00000e+00 
5.39554e-02 1.60723e+12  -1.60723e+12 0.00000e+00 
5.39826e-02 1.61048e+12  -1.61048e+12 0.00000e+00 
5.40098e-02 1.61373e+12  -1.61373e+12 0.00000e+00 
5.40371e-02 1.61699e+12  -1.61699e+12 0.00000e+00 
5.40643e-02 1.62025e+12  -1.62025e+12 0.00000e+00 
5.40916e-02 1.62352e+12  -1.62352e+12 0.00000e+00 
5.41188e-02 1.62679e+12  -1.62679e+12 0.00000e+00 
5.41461e-02 1.63007e+12  -1.63007e+12 0.00000e+00 
5.41733e-02 1.63335e+12  -1.63335e+12 0.00000e+00 
5.42005e-02 1.63664e+12  -1.63664e+12 0.00000e+00 
5.42278e-02 1.63994e+12  -1.63994e+12 0.00000e+00 
5.42550e-02 1.64323e+12  -1.64323e+12 0.00000e+00 
5.42823e-02 1.64654e+12  -1.64654e+12 0.00000e+00 
5.43095e-02 1.64984e+12  -1.64984e+12 0.00000e+00 
5.43368e-02 1.65316e+12  -1.65316e+12 0.00000e+00 
5.43640e-02 1.65648e+12  -1.65648e+12 0.00000e+00 
5.43912e-02 1.65980e+12  -1.65980e+12 0.00000e+00 
5.44185e-02 1.66313e+12  -1.66313e+12 0.00000e+00 
5.44457e-02 1.66646e+12  -1.66646e+12 0.00000e+00 
5.44730e-02 1.66980e+12  -1.66980e+12 0.00000e+00 
5.45002e-02 1.67314e+12  -1.67314e+12 0.00000e+00 
5.45275e-02 1.67649e+12  -1.67649e+12 0.00000e+00 
5.45547e-02 1.67984e+12  -1.67984e+12 0.00000e+00 
5.45819e-02 1.68320e+12  -1.68320e+12 0.00000e+00 
5.46092e-02 1.68656e+12  -1.68656e+12 0.00000e+00 
5.46364e-02 1.68993e+12  -1.68993e+12 0.00000e+00 
5.46637e-02 1.69330e+12  -1.69330e+12 0.00000e+00 
5.46909e-02 1.69668e+12  -1.69668e+12 0.00000e+00 
5.47182e-02 1.70007e+12  -1.70006e+12 0.00000e+00 
5.47454e-02 1.70345e+12  -1.70345e+12 0.00000e+00 
5.47726e-02 1.70685e+12  -1.70685e+12 0.00000e+00 
5.47999e-02 1.71025e+12  -1.71025e+12 0.00000e+00 
5.48271e-02 1.71365e+12  -1.71365e+12 0.00000e+00 
5.48544e-02 1.71706e+12  -1.71706e+12 0.00000e+00 
5.48816e-02 1.72047e+12  -1.72047e+12 0.00000e+00 
5.49089e-02 1.72389e+12  -1.72389e+12 0.00000e+00 
5.49361e-02 1.72731e+12  -1.72731e+12 0.00000e+00 
5.49633e-02 1.73074e+12  -1.73074e+12 0.00000e+00 
5.49906e-02 1.73418e+12  -1.73418e+12 0.00000e+00 
5.50178e-02 1.73762e+12  -1.73762e+12 0.00000e+00 
5.50451e-02 1.74106e+12  -1.74106e+12 0.00000e+00 
5.50723e-02 1.74451e+12  -1.74451e+12 0.00000e+00 
5.50996e-02 1.74796e+12  -1.74796e+12 0.00000e+00 
5.51268e-02 1.75142e+12  -1.75142e+12 0.00000e+00 
5.51541e-02 1.75489e+12  -1.75489e+12 0.00000e+00 
5.51813e-02 1.75836e+12  -1.75836e+12 0.00000e+00 
5.52085e-02 1.76183e+12  -1.76183e+12 0.00000e+00 
5.52358e-02 1.76531e+12  -1.76531e+12 0.00000e+00 
5.52630e-02 1.76880e+12  -1.76880e+12 0.00000e+00 
5.52903e-02 1.77229e+12  -1.77229e+12 0.00000e+00 
5.53175e-02 1.77579e+12  -1.77579e+12 0.00000e+00 
5.53448e-02 1.77929e+12  -1.77929e+12 0.00000e+00 
5.53720e-02 1.78279e+12  -1.78279e+12 0.00000e+00 
5.53992e-02 1.78630e+12  -1.78630e+12 0.00000e+00 
5.54265e-02 1.78982e+12  -1.78982e+12 0.00000e+00 
5.54537e-02 1.79334e+12  -1.79334e+12 0.00000e+00 
5.54810e-02 1.79687e+12  -1.79687e+12 0.00000e+00 
5.55082e-02 1.80040e+12  -1.80040e+12 0.00000e+00 
5.55355e-02 1.80394e+12  -1.80394e+12 0.00000e+00 
5.55627e-02 1.80748e+12  -1.80748e+12 0.00000e+00 
5.55899e-02 1.81103e+12  -1.81103e+12 0.00000e+00 
5.56172e-02 1.81458e+12  -1.81458e+12 0.00000e+00 
5.56444e-02 1.81814e+12  -1.81814e+12 0.00000e+00 
5.56717e-02 1.82170e+12  -1.82170e+12 0.00000e+00 
5.56989e-02 1.82527e+12  -1.82527e+12 0.00000e+00 
5.57262e-02 1.82885e+12  -1.82885e+12 0.00000e+00 
5.57534e-02 1.83242e+12  -1.83242e+12 0.00000e+00 
5.57807e-02 1.83601e+12  -1.83601e+12 0.00000e+00 
5.58079e-02 1.83960e+12  -1.83960e+12 0.00000e+00 
5.58351e-02 1.84319e+12  -1.84319e+12 0.00000e+00 
5.58624e-02 1.84679e+12  -1.84679e+12 0.00000e+00 
5.58896e-02 1.85040e+12  -1.85040e+12 0.00000e+00 
5.59169e-02 1.85401e+12  -1.85401e+12 0.00000e+00 
5.59441e-02 1.85763e+12  -1.85762e+12 0.00000e+00 
5.59714e-02 1.86125e+12  -1.86125e+12 0.00000e+00 
5.59986e-02 1.86487e+12  -1.86487e+12 0.00000e+00 
5.60258e-02 1.86850e+12  -1.86850e+12 0.00000e+00 
5.60531e-02 1.87214e+12  -1.87214e+12 0.00000e+00 
5.60803e-02 1.87578e+12  -1.87578e+12 0.00000e+00 
5.61076e-02 1.87943e+12  -1.87943e+12 0.00000e+00 
5.61348e-02 1.88309e+12  -1.88308e+12 0.00000e+00 
5.61621e-02 1.88674e+12  -1.88674e+12 0.00000e+00 
5.61893e-02 1.89041e+12  -1.89041e+12 0.00000e+00 
5.62166e-02 1.89408e+12  -1.89408e+12 0.00000e+00 
5.62438e-02 1.89775e+12  -1.89775e+12 0.00000e+00 
5.62710e-02 1.90143e+12  -1.90143e+12 0.00000e+00 
5.62983e-02 1.90512e+12  -1.90512e+12 0.00000e+00 
5.63255e-02 1.90881e+12  -1.90881e+12 0.00000e+00 
5.63528e-02 1.91250e+12  -1.91250e+12 0.00000e+00 
5.63800e-02 1.91620e+12  -1.91620e+12 0.00000e+00 
5.64073e-02 1.91991e+12  -1.91991e+12 0.00000e+00 
5.64345e-02 1.92362e+12  -1.92362e+12 0.00000e+00 
5.64618e-02 1.92734e+12  -1.92734e+12 0.00000e+00 
5.64890e-02 1.93106e+12  -1.93106e+12 0.00000e+00 
5.65162e-02 1.93479e+12  -1.93479e+12 0.00000e+00 
5.65435e-02 1.93852e+12  -1.93852e+12 0.00000e+00 
5.65707e-02 1.94226e+12  -1.94226e+12 0.00000e+00 
5.65980e-02 1.94601e+12  -1.94601e+12 0.00000e+00 
5.66252e-02 1.94976e+12  -1.94976e+12 0.00000e+00 
5.66525e-02 1.95351e+12  -1.95351e+12 0.00000e+00 
5.66797e-02 1.95727e+12  -1.95727e+12 0.00000e+00 
5.67069e-02 1.96104e+12  -1.96104e+12 0.00000e+00 
5.67342e-02 1.96481e+12  -1.96481e+12 0.00000e+00 
5.67614e-02 1.96859e+12  -1.96859e+12 0.00000e+00 
5.67887e-02 1.97237e+12  -1.97237e+12 0.00000e+00 
5.68159e-02 1.97616e+12  -1.97616e+12 0.00000e+00 
5.68432e-02 1.97995e+12  -1.97995e+12 0.00000e+00 
5.68704e-02 1.98375e+12  -1.98375e+12 0.00000e+00 
5.68977e-02 1.98755e+12  -1.98755e+12 0.00000e+00 
5.69249e-02 1.99136e+12  -1.99136e+12 0.00000e+00 
5.69521e-02 1.99518e+12  -1.99518e+12 0.00000e+00 
5.69794e-02 1.99900e+12  -1.99900e+12 0.00000e+00 
5.70066e-02 2.00282e+12  -2.00282e+12 0.00000e+00 
5.70339e-02 2.00665e+12  -2.00665e+12 0.00000e+00 
5.70611e-02 2.01049e+12  -2.01049e+12 0.00000e+00 
5.70884e-02 2.01433e+12  -2.01433e+12 0.00000e+00 
5.71156e-02 2.01818e+12  -2.01818e+12 0.00000e+00 
5.71429e-02 2.02204e+12  -2.02204e+12 0.00000e+00 
5.71701e-02 2.02589e+12  -2.02589e+12 0.00000e+00 
5.71973e-02 2.02976e+12  -2.02976e+12 0.00000e+00 
5.72246e-02 2.03363e+12  -2.03363e+12 0.00000e+00 
5.72518e-02 2.03751e+12  -2.03750e+12 0.00000e+00 
5.72791e-02 2.04139e+12  -2.04139e+12 0.00000e+00 
5.73063e-02 2.04527e+12  -2.04527e+12 0.00000e+00 
5.73336e-02 2.04917e+12  -2.04916e+12 0.00000e+00 
5.73608e-02 2.05306e+12  -2.05306e+12 0.00000e+00 
5.73881e-02 2.05697e+12  -2.05697e+12 0.00000e+00 
5.74153e-02 2.06088e+12  -2.06087e+12 0.00000e+00 
5.74425e-02 2.06479e+12  -2.06479e+12 0.00000e+00 
5.74698e-02 2.06871e+12  -2.06871e+12 0.00000e+00 
5.74970e-02 2.07264e+12  -2.07264e+12 0.00000e+00 
5.75243e-02 2.07657e+12  -2.07657e+12 0.00000e+00 
5.75515e-02 2.08050e+12  -2.08050e+12 0.00000e+00 
5.75788e-02 2.08445e+12  -2.08445e+12 0.00000e+00 
5.76060e-02 2.08839e+12  -2.08839e+12 0.00000e+00 
5.76333e-02 2.09235e+12  -2.09235e+12 0.00000e+00 
5.76605e-02 2.09631e+12  -2.09631e+12 0.00000e+00 
5.76877e-02 2.10027e+12  -2.10027e+12 0.00000e+00 
5.77150e-02 2.10424e+12  -2.10424e+12 0.00000e+00 
5.77422e-02 2.10822e+12  -2.10822e+12 0.00000e+00 
5.77695e-02 2.11220e+12  -2.11220e+12 0.00000e+00 
5.77967e-02 2.11619e+12  -2.11619e+12 0.00000e+00 
5.78240e-02 2.12018e+12  -2.12018e+12 0.00000e+00 
5.78512e-02 2.12418e+12  -2.12418e+12 0.00000e+00 
5.78785e-02 2.12818e+12  -2.12818e+12 0.00000e+00 
5.79057e-02 2.13219e+12  -2.13219e+12 0.00000e+00 
5.79329e-02 2.13621e+12  -2.13621e+12 0.00000e+00 
5.79602e-02 2.14023e+12  -2.14023e+12 0.00000e+00 
5.79874e-02 2.14426e+12  -2.14426e+12 0.00000e+00 
5.80147e-02 2.14829e+12  -2.14829e+12 0.00000e+00 
5.80419e-02 2.15233e+12  -2.15233e+12 0.00000e+00 
5.80692e-02 2.15637e+12  -2.15637e+12 0.00000e+00 
5.80964e-02 2.16042e+12  -2.16042e+12 0.00000e+00 
5.81237e-02 2.16448e+12  -2.16448e+12 0.00000e+00 
5.81509e-02 2.16854e+12  -2.16854e+12 0.00000e+00 
5.81781e-02 2.17261e+12  -2.17261e+12 0.00000e+00 
5.82054e-02 2.17668e+12  -2.17668e+12 0.00000e+00 
5.82326e-02 2.18076e+12  -2.18076e+12 0.00000e+00 
5.82599e-02 2.18484e+12  -2.18484e+12 0.00000e+00 
5.82871e-02 2.18893e+12  -2.18893e+12 0.00000e+00 
5.83144e-02 2.19303e+12  -2.19303e+12 0.00000e+00 
5.83416e-02 2.19713e+12  -2.19713e+12 0.00000e+00 
5.83689e-02 2.20124e+12  -2.20124e+12 0.00000e+00 
5.83961e-02 2.20535e+12  -2.20535e+12 0.00000e+00 
5.84233e-02 2.20947e+12  -2.20947e+12 0.00000e+00 
5.84506e-02 2.21359e+12  -2.21359e+12 0.00000e+00 
5.84778e-02 2.21772e+12  -2.21772e+12 0.00000e+00 
5.85051e-02 2.22186e+12  -2.22186e+12 0.00000e+00 
5.85323e-02 2.22600e+12  -2.22600e+12 0.00000e+00 
5.85596e-02 2.23015e+12  -2.23015e+12 0.00000e+00 
5.85868e-02 2.23430e+12  -2.23430e+12 0.00000e+00 
5.86141e-02 2.23846e+12  -2.23846e+12 0.00000e+00 
5.86413e-02 2.24262e+12  -2.24262e+12 0.00000e+00 
5.86685e-02 2.24679e+12  -2.24679e+12 0.00000e+00 
5.86958e-02 2.25097e+12  -2.25097e+12 0.00000e+00 
5.87230e-02 2.25515e+12  -2.25515e+12 0.00000e+00 
5.87503e-02 2.25934e+12  -2.25934e+12 0.00000e+00 
5.87775e-02 2.26354e+12  -2.26354e+12 0.00000e+00 
5.88048e-02 2.26774e+12  -2.26773e+12 0.00000e+00 
5.88320e-02 2.27194e+12  -2.27194e+12 0.00000e+00 
5.88593e-02 2.27615e+12  -2.27615e+12 0.00000e+00 
5.88865e-02 2.28037e+12  -2.28037e+12 0.00000e+00 
5.89138e-02 2.28459e+12  -2.28459e+12 0.00000e+00 
5.89410e-02 2.28882e+12  -2.28882e+12 0.00000e+00 
5.89682e-02 2.29306e+12  -2.29306e+12 0.00000e+00 
5.89955e-02 2.29730e+12  -2.29730e+12 0.00000e+00 
5.90227e-02 2.30154e+12  -2.30154e+12 0.00000e+00 
5.90500e-02 2.30580e+12  -2.30580e+12 0.00000e+00 
5.90772e-02 2.31006e+12  -2.31006e+12 0.00000e+00 
5.91045e-02 2.31432e+12  -2.31432e+12 0.00000e+00 
5.91317e-02 2.31859e+12  -2.31859e+12 0.00000e+00 
5.91590e-02 2.32287e+12  -2.32287e+12 0.00000e+00 
5.91862e-02 2.32715e+12  -2.32715e+12 0.00000e+00 
5.92134e-02 2.33144e+12  -2.33144e+12 0.00000e+00 
5.92407e-02 2.33573e+12  -2.33573e+12 0.00000e+00 
5.92679e-02 2.34003e+12  -2.34003e+12 0.00000e+00 
5.92952e-02 2.34434e+12  -2.34434e+12 0.00000e+00 
5.93224e-02 2.34865e+12  -2.34865e+12 0.00000e+00 
5.93497e-02 2.35297e+12  -2.35297e+12 0.00000e+00 
5.93769e-02 2.35729e+12  -2.35729e+12 0.00000e+00 
5.94042e-02 2.36162e+12  -2.36162e+12 0.00000e+00 
5.94314e-02 2.36596e+12  -2.36595e+12 0.00000e+00 
5.94587e-02 2.37030e+12  -2.37030e+12 0.00000e+00 
5.94859e-02 2.37464e+12  -2.37464e+12 0.00000e+00 
5.95131e-02 2.37900e+12  -2.37900e+12 0.00000e+00 
5.95404e-02 2.38336e+12  -2.38336e+12 0.00000e+00 
5.95676e-02 2.38772e+12  -2.38772e+12 0.00000e+00 
5.95949e-02 2.39209e+12  -2.39209e+12 0.00000e+00 
5.96221e-02 2.39647e+12  -2.39647e+12 0.00000e+00 
5.96494e-02 2.40086e+12  -2.40086e+12 0.00000e+00 
5.96766e-02 2.40525e+12  -2.40524e+12 0.00000e+00 
5.97039e-02 2.40964e+12  -2.40964e+12 0.00000e+00 
5.97311e-02 2.41404e+12  -2.41404e+12 0.00000e+00 
5.97583e-02 2.41845e+12  -2.41845e+12 0.00000e+00 
5.97856e-02 2.42286e+12  -2.42286e+12 0.00000e+00 
5.98128e-02 2.42728e+12  -2.42728e+12 0.00000e+00 
5.98401e-02 2.43171e+12  -2.43171e+12 0.00000e+00 
5.98673e-02 2.43614e+12  -2.43614e+12 0.00000e+00 
5.98946e-02 2.44058e+12  -2.44058e+12 0.00000e+00 
5.99218e-02 2.44502e+12  -2.44502e+12 0.00000e+00 
5.99491e-02 2.44947e+12  -2.44947e+12 0.00000e+00 
5.99763e-02 2.45393e+12  -2.45393e+12 0.00000e+00 
6.00036e-02 2.45839e+12  -2.45839e+12 0.00000e+00 
6.00308e-02 2.46286e+12  -2.46286e+12 0.00000e+00 
6.00580e-02 2.46733e+12  -2.46733e+12 0.00000e+00 
6.00853e-02 2.47181e+12  -2.47181e+12 0.00000e+00 
6.01125e-02 2.47630e+12  -2.47630e+12 0.00000e+00 
6.01398e-02 2.48079e+12  -2.48079e+12 0.00000e+00 
6.01670e-02 2.48529e+12  -2.48529e+12 0.00000e+00 
6.01943e-02 2.48980e+12  -2.48980e+12 0.00000e+00 
6.02215e-02 2.49431e+12  -2.49431e+12 0.00000e+00 
6.02488e-02 2.49882e+12  -2.49882e+12 0.00000e+00 
6.02760e-02 2.50335e+12  -2.50335e+12 0.00000e+00 
6.03033e-02 2.50788e+12  -2.50788e+12 0.00000e+00 
6.03305e-02 2.51241e+12  -2.51241e+12 0.00000e+00 
6.03577e-02 2.51695e+12  -2.51695e+12 0.00000e+00 
6.03850e-02 2.52150e+12  -2.52150e+12 0.00000e+00 
6.04122e-02 2.52606e+12  -2.52605e+12 0.00000e+00 
6.04395e-02 2.53062e+12  -2.53061e+12 0.00000e+00 
6.04667e-02 2.53518e+12  -2.53518e+12 0.00000e+00 
6.04940e-02 2.53975e+12  -2.53975e+12 0.00000e+00 
6.05212e-02 2.54433e+12  -2.54433e+12 0.00000e+00 
6.05485e-02 2.54892e+12  -2.54892e+12 0.00000e+00 
6.05757e-02 2.55351e+12  -2.55351e+12 0.00000e+00 
6.06030e-02 2.55811e+12  -2.55811e+12 0.00000e+00 
6.06302e-02 2.56271e+12  -2.56271e+12 0.00000e+00 
6.06574e-02 2.56732e+12  -2.56732e+12 0.00000e+00 
6.06847e-02 2.57193e+12  -2.57193e+12 0.00000e+00 
6.07119e-02 2.57656e+12  -2.57656e+12 0.00000e+00 
6.07392e-02 2.58119e+12  -2.58118e+12 0.00000e+00 
6.07664e-02 2.58582e+12  -2.58582e+12 0.00000e+00 
6.07937e-02 2.59046e+12  -2.59046e+12 0.00000e+00 
6.08209e-02 2.59511e+12  -2.59511e+12 0.00000e+00 
6.08482e-02 2.59976e+12  -2.59976e+12 0.00000e+00 
6.08754e-02 2.60442e+12  -2.60442e+12 0.00000e+00 
6.09027e-02 2.60909e+12  -2.60909e+12 0.00000e+00 
6.09299e-02 2.61376e+12  -2.61376e+12 0.00000e+00 
6.09572e-02 2.61844e+12  -2.61844e+12 0.00000e+00 
6.09844e-02 2.62312e+12  -2.62312e+12 0.00000e+00 
6.10116e-02 2.62781e+12  -2.62781e+12 0.00000e+00 
6.10389e-02 2.63251e+12  -2.63251e+12 0.00000e+00 
6.10661e-02 2.63721e+12  -2.63721e+12 0.00000e+00 
6.10934e-02 2.64192e+12  -2.64192e+12 0.00000e+00 
6.11206e-02 2.64664e+12  -2.64664e+12 0.00000e+00 
6.11479e-02 2.65136e+12  -2.65136e+12 0.00000e+00 
6.11751e-02 2.65609e+12  -2.65609e+12 0.00000e+00 
6.12024e-02 2.66083e+12  -2.66083e+12 0.00000e+00 
6.12296e-02 2.66557e+12  -2.66557e+12 0.00000e+00 
6.12569e-02 2.67031e+12  -2.67031e+12 0.00000e+00 
6.12841e-02 2.67507e+12  -2.67507e+12 0.00000e+00 
6.13113e-02 2.67983e+12  -2.67983e+12 0.00000e+00 
6.13386e-02 2.68460e+12  -2.68460e+12 0.00000e+00 
6.13658e-02 2.68937e+12  -2.68937e+12 0.00000e+00 
6.13931e-02 2.69415e+12  -2.69415e+12 0.00000e+00 
6.14203e-02 2.69893e+12  -2.69893e+12 0.00000e+00 
6.14476e-02 2.70373e+12  -2.70373e+12 0.00000e+00 
6.14748e-02 2.70853e+12  -2.70853e+12 0.00000e+00 
6.15021e-02 2.71333e+12  -2.71333e+12 0.00000e+00 
