2.72331e-05 1.04307e-01  -2.80830e-21 0.00000e+00 
1.11112e-02 2.89044e+09  -2.89042e+09 0.00000e+00 
1.11384e-02 2.91888e+09  -2.91887e+09 0.00000e+00 
1.11656e-02 2.94754e+09  -2.94752e+09 0.00000e+00 
1.11929e-02 2.97640e+09  -2.97638e+09 0.00000e+00 
1.12201e-02 3.00547e+09  -3.00545e+09 0.00000e+00 
1.12473e-02 3.03476e+09  -3.03474e+09 0.00000e+00 
1.12746e-02 3.06426e+09  -3.06424e+09 0.00000e+00 
1.13018e-02 3.09397e+09  -3.09395e+09 0.00000e+00 
1.13290e-02 3.12390e+09  -3.12388e+09 0.00000e+00 
1.13563e-02 3.15405e+09  -3.15403e+09 0.00000e+00 
1.13835e-02 3.18441e+09  -3.18439e+09 0.00000e+00 
1.14107e-02 3.21499e+09  -3.21497e+09 0.00000e+00 
1.14380e-02 3.24580e+09  -3.24578e+09 0.00000e+00 
1.14652e-02 3.27682e+09  -3.27680e+09 0.00000e+00 
1.14924e-02 3.30806e+09  -3.30805e+09 0.00000e+00 
1.15197e-02 3.33953e+09  -3.33951e+09 0.00000e+00 
1.15469e-02 3.37122e+09  -3.37121e+09 0.00000e+00 
1.15741e-02 3.40314e+09  -3.40312e+09 0.00000e+00 
1.16014e-02 3.43528e+09  -3.43527e+09 0.00000e+00 
1.16286e-02 3.46765e+09  -3.46764e+09 0.00000e+00 
1.16558e-02 3.50025e+09  -3.50023e+09 0.00000e+00 
1.16831e-02 3.53308e+09  -3.53306e+09 0.00000e+00 
1.17103e-02 3.56614e+09  -3.56612e+09 0.00000e+00 
1.17375e-02 3.59943e+09  -3.59941e+09 0.00000e+00 
1.17648e-02 3.63295e+09  -3.63293e+09 0.00000e+00 
1.17920e-02 3.66671e+09  -3.66669e+09 0.00000e+00 
1.18192e-02 3.70070e+09  -3.70068e+09 0.00000e+00 
1.18465e-02 3.73492e+09  -3.73490e+09 0.00000e+00 
1.18737e-02 3.76939e+09  -3.76937e+09 0.00000e+00 
1.19009e-02 3.80409e+09  -3.80407e+09 0.00000e+00 
1.19282e-02 3.83903e+09  -3.83901e+09 0.00000e+00 
1.19554e-02 3.87421e+09  -3.87419e+09 0.00000e+00 
1.19826e-02 3.90963e+09  -3.90961e+09 0.00000e+00 
1.20099e-02 3.94529e+09  -3.94527e+09 0.00000e+00 
1.20371e-02 3.98120e+09  -3.98118e+09 0.00000e+00 
1.20643e-02 4.01735e+09  -4.01733e+09 0.00000e+00 
1.20916e-02 4.05375e+09  -4.05373e+09 0.00000e+00 
1.21188e-02 4.09040e+09  -4.09037e+09 0.00000e+00 
1.21460e-02 4.12729e+09  -4.12727e+09 0.00000e+00 
1.21733e-02 4.16443e+09  -4.16441e+09 0.00000e+00 
1.22005e-02 4.20182e+09  -4.20180e+09 0.00000e+00 
1.22277e-02 4.23946e+09  -4.23944e+09 0.00000e+00 
1.22550e-02 4.27736e+09  -4.27734e+09 0.00000e+00 
1.22822e-02 4.31551e+09  -4.31548e+09 0.00000e+00 
1.23094e-02 4.35391e+09  -4.35389e+09 0.00000e+00 
1.23367e-02 4.39257e+09  -4.39255e+09 0.00000e+00 
1.23639e-02 4.43148e+09  -4.43146e+09 0.00000e+00 
1.23912e-02 4.47066e+09  -4.47064e+09 0.00000e+00 
1.24184e-02 4.51009e+09  -4.51007e+09 0.00000e+00 
1.24456e-02 4.54978e+09  -4.54976e+09 0.00000e+00 
1.24729e-02 4.58974e+09  -4.58972e+09 0.00000e+00 
1.25001e-02 4.62995e+09  -4.62993e+09 0.00000e+00 
1.25273e-02 4.67044e+09  -4.67041e+09 0.00000e+00 
1.25546e-02 4.71118e+09  -4.71116e+09 0.00000e+00 
1.25818e-02 4.75219e+09  -4.75217e+09 0.00000e+00 
1.26090e-02 4.79347e+09  -4.79345e+09 0.00000e+00 
1.26363e-02 4.83502e+09  -4.83500e+09 0.00000e+00 
1.26635e-02 4.87684e+09  -4.87681e+09 0.00000e+00 
1.26907e-02 4.91892e+09  -4.91890e+09 0.00000e+00 
1.27180e-02 4.96128e+09  -4.96126e+09 0.00000e+00 
1.27452e-02 5.00391e+09  -5.00389e+09 0.00000e+00 
1.27724e-02 5.04682e+09  -5.04680e+09 0.00000e+00 
1.27997e-02 5.09000e+09  -5.08998e+09 0.00000e+00 
1.28269e-02 5.13346e+09  -5.13344e+09 0.00000e+00 
1.28541e-02 5.17720e+09  -5.17717e+09 0.00000e+00 
1.28814e-02 5.22121e+09  -5.22119e+09 0.00000e+00 
1.29086e-02 5.26551e+09  -5.26548e+09 0.00000e+00 
1.29358e-02 5.31008e+09  -5.31006e+09 0.00000e+00 
1.29631e-02 5.35494e+09  -5.35492e+09 0.00000e+00 
1.29903e-02 5.40008e+09  -5.40006e+09 0.00000e+00 
1.30175e-02 5.44551e+09  -5.44549e+09 0.00000e+00 
1.30448e-02 5.49122e+09  -5.49120e+09 0.00000e+00 
1.30720e-02 5.53722e+09  -5.53720e+09 0.00000e+00 
1.30992e-02 5.58351e+09  -5.58349e+09 0.00000e+00 
1.31265e-02 5.63009e+09  -5.63007e+09 0.00000e+00 
1.31537e-02 5.67696e+09  -5.67694e+09 0.00000e+00 
1.31809e-02 5.72412e+09  -5.72410e+09 0.00000e+00 
1.32082e-02 5.77158e+09  -5.77155e+09 0.00000e+00 
1.32354e-02 5.81932e+09  -5.81930e+09 0.00000e+00 
1.32626e-02 5.86737e+09  -5.86734e+09 0.00000e+00 
1.32899e-02 5.91571e+09  -5.91568e+09 0.00000e+00 
1.33171e-02 5.96435e+09  -5.96432e+09 0.00000e+00 
1.33443e-02 6.01329e+09  -6.01326e+09 0.00000e+00 
1.33716e-02 6.06253e+09  -6.06250e+09 0.00000e+00 
1.33988e-02 6.11207e+09  -6.11204e+09 0.00000e+00 
1.34260e-02 6.16191e+09  -6.16189e+09 0.00000e+00 
1.34533e-02 6.21206e+09  -6.21204e+09 0.00000e+00 
1.34805e-02 6.26251e+09  -6.26249e+09 0.00000e+00 
1.35077e-02 6.31328e+09  -6.31325e+09 0.00000e+00 
1.35350e-02 6.36434e+09  -6.36432e+09 0.00000e+00 
1.35622e-02 6.41572e+09  -6.41570e+09 0.00000e+00 
1.35894e-02 6.46741e+09  -6.46738e+09 0.00000e+00 
1.36167e-02 6.51941e+09  -6.51938e+09 0.00000e+00 
1.36439e-02 6.57172e+09  -6.57170e+09 0.00000e+00 
1.36711e-02 6.62435e+09  -6.62432e+09 0.00000e+00 
1.36984e-02 6.67729e+09  -6.67727e+09 0.00000e+00 
1.37256e-02 6.73055e+09  -6.73052e+09 0.00000e+00 
1.37528e-02 6.78413e+09  -6.78410e+09 0.00000e+00 
1.37801e-02 6.83802e+09  -6.83800e+09 0.00000e+00 
1.38073e-02 6.89224e+09  -6.89221e+09 0.00000e+00 
1.38345e-02 6.94678e+09  -6.94675e+09 0.00000e+00 
1.38618e-02 7.00164e+09  -7.00161e+09 0.00000e+00 
1.38890e-02 7.05683e+09  -7.05680e+09 0.00000e+00 
1.39162e-02 7.11234e+09  -7.11231e+09 0.00000e+00 
1.39435e-02 7.16818e+09  -7.16815e+09 0.00000e+00 
1.39707e-02 7.22434e+09  -7.22432e+09 0.00000e+00 
1.39979e-02 7.28084e+09  -7.28081e+09 0.00000e+00 
1.40252e-02 7.33767e+09  -7.33764e+09 0.00000e+00 
1.40524e-02 7.39483e+09  -7.39480e+09 0.00000e+00 
1.40796e-02 7.45232e+09  -7.45229e+09 0.00000e+00 
1.41069e-02 7.51015e+09  -7.51012e+09 0.00000e+00 
1.41341e-02 7.56831e+09  -7.56828e+09 0.00000e+00 
1.41613e-02 7.62681e+09  -7.62678e+09 0.00000e+00 
1.41886e-02 7.68565e+09  -7.68562e+09 0.00000e+00 
1.42158e-02 7.74482e+09  -7.74480e+09 0.00000e+00 
1.42430e-02 7.80434e+09  -7.80431e+09 0.00000e+00 
1.42703e-02 7.86420e+09  -7.86418e+09 0.00000e+00 
1.42975e-02 7.92441e+09  -7.92438e+09 0.00000e+00 
1.43247e-02 7.98496e+09  -7.98493e+09 0.00000e+00 
1.43520e-02 8.04586e+09  -8.04583e+09 0.00000e+00 
1.43792e-02 8.10710e+09  -8.10707e+09 0.00000e+00 
1.44064e-02 8.16869e+09  -8.16867e+09 0.00000e+00 
1.44337e-02 8.23064e+09  -8.23061e+09 0.00000e+00 
1.44609e-02 8.29293e+09  -8.29290e+09 0.00000e+00 
1.44881e-02 8.35558e+09  -8.35555e+09 0.00000e+00 
1.45154e-02 8.41858e+09  -8.41855e+09 0.00000e+00 
1.45426e-02 8.48194e+09  -8.48191e+09 0.00000e+00 
1.45699e-02 8.54566e+09  -8.54563e+09 0.00000e+00 
1.45971e-02 8.60973e+09  -8.60970e+09 0.00000e+00 
1.46243e-02 8.67416e+09  -8.67413e+09 0.00000e+00 
1.46516e-02 8.73896e+09  -8.73893e+09 0.00000e+00 
1.46788e-02 8.80411e+09  -8.80408e+09 0.00000e+00 
1.47060e-02 8.86963e+09  -8.86960e+09 0.00000e+00 
1.47333e-02 8.93552e+09  -8.93549e+09 0.00000e+00 
1.47605e-02 9.00177e+09  -9.00174e+09 0.00000e+00 
1.47877e-02 9.06839e+09  -9.06836e+09 0.00000e+00 
1.48150e-02 9.13538e+09  -9.13535e+09 0.00000e+00 
1.48422e-02 9.20274e+09  -9.20270e+09 0.00000e+00 
1.48694e-02 9.27047e+09  -9.27044e+09 0.00000e+00 
1.48967e-02 9.33857e+09  -9.33854e+09 0.00000e+00 
1.49239e-02 9.40705e+09  -9.40702e+09 0.00000e+00 
1.49511e-02 9.47590e+09  -9.47587e+09 0.00000e+00 
1.49784e-02 9.54513e+09  -9.54510e+09 0.00000e+00 
1.50056e-02 9.61474e+09  -9.61471e+09 0.00000e+00 
1.50328e-02 9.68473e+09  -9.68470e+09 0.00000e+00 
1.50601e-02 9.75511e+09  -9.75507e+09 0.00000e+00 
1.50873e-02 9.82586e+09  -9.82583e+09 0.00000e+00 
1.51145e-02 9.89700e+09  -9.89697e+09 0.00000e+00 
1.51418e-02 9.96852e+09  -9.96849e+09 0.00000e+00 
1.51690e-02 1.00404e+10  -1.00404e+10 0.00000e+00 
1.51962e-02 1.01127e+10  -1.01127e+10 0.00000e+00 
1.52235e-02 1.01854e+10  -1.01854e+10 0.00000e+00 
1.52507e-02 1.02585e+10  -1.02585e+10 0.00000e+00 
1.52779e-02 1.03320e+10  -1.03319e+10 0.00000e+00 
1.53052e-02 1.04058e+10  -1.04058e+10 0.00000e+00 
1.53324e-02 1.04801e+10  -1.04801e+10 0.00000e+00 
1.53596e-02 1.05548e+10  -1.05547e+10 0.00000e+00 
1.53869e-02 1.06298e+10  -1.06298e+10 0.00000e+00 
1.54141e-02 1.07053e+10  -1.07052e+10 0.00000e+00 
1.54413e-02 1.07811e+10  -1.07811e+10 0.00000e+00 
1.54686e-02 1.08574e+10  -1.08574e+10 0.00000e+00 
1.54958e-02 1.09341e+10  -1.09340e+10 0.00000e+00 
1.55230e-02 1.10111e+10  -1.10111e+10 0.00000e+00 
1.55503e-02 1.10886e+10  -1.10886e+10 0.00000e+00 
1.55775e-02 1.11665e+10  -1.11665e+10 0.00000e+00 
1.56047e-02 1.12448e+10  -1.12448e+10 0.00000e+00 
1.56320e-02 1.13235e+10  -1.13235e+10 0.00000e+00 
1.56592e-02 1.14026e+10  -1.14026e+10 0.00000e+00 
1.56864e-02 1.14821e+10  -1.14821e+10 0.00000e+00 
1.57137e-02 1.15621e+10  -1.15621e+10 0.00000e+00 
1.57409e-02 1.16425e+10  -1.16424e+10 0.00000e+00 
1.57681e-02 1.17232e+10  -1.17232e+10 0.00000e+00 
1.57954e-02 1.18044e+10  -1.18044e+10 0.00000e+00 
1.58226e-02 1.18861e+10  -1.18860e+10 0.00000e+00 
1.58498e-02 1.19681e+10  -1.19681e+10 0.00000e+00 
1.58771e-02 1.20506e+10  -1.20505e+10 0.00000e+00 
1.59043e-02 1.21335e+10  -1.21334e+10 0.00000e+00 
1.59315e-02 1.22168e+10  -1.22168e+10 0.00000e+00 
1.59588e-02 1.23005e+10  -1.23005e+10 0.00000e+00 
1.59860e-02 1.23847e+10  -1.23847e+10 0.00000e+00 
1.60132e-02 1.24693e+10  -1.24693e+10 0.00000e+00 
1.60405e-02 1.25544e+10  -1.25543e+10 0.00000e+00 
1.60677e-02 1.26399e+10  -1.26398e+10 0.00000e+00 
1.60949e-02 1.27258e+10  -1.27257e+10 0.00000e+00 
1.61222e-02 1.28121e+10  -1.28121e+10 0.00000e+00 
1.61494e-02 1.28989e+10  -1.28989e+10 0.00000e+00 
1.61767e-02 1.29861e+10  -1.29861e+10 0.00000e+00 
1.62039e-02 1.30738e+10  -1.30738e+10 0.00000e+00 
1.62311e-02 1.31619e+10  -1.31619e+10 0.00000e+00 
1.62584e-02 1.32505e+10  -1.32504e+10 0.00000e+00 
1.62856e-02 1.33395e+10  -1.33395e+10 0.00000e+00 
1.63128e-02 1.34289e+10  -1.34289e+10 0.00000e+00 
1.63401e-02 1.35188e+10  -1.35188e+10 0.00000e+00 
1.63673e-02 1.36092e+10  -1.36092e+10 0.00000e+00 
1.63945e-02 1.37000e+10  -1.37000e+10 0.00000e+00 
1.64218e-02 1.37913e+10  -1.37912e+10 0.00000e+00 
1.64490e-02 1.38830e+10  -1.38829e+10 0.00000e+00 
1.64762e-02 1.39751e+10  -1.39751e+10 0.00000e+00 
1.65035e-02 1.40678e+10  -1.40677e+10 0.00000e+00 
1.65307e-02 1.41609e+10  -1.41608e+10 0.00000e+00 
1.65579e-02 1.42544e+10  -1.42544e+10 0.00000e+00 
1.65852e-02 1.43484e+10  -1.43484e+10 0.00000e+00 
1.66124e-02 1.44429e+10  -1.44429e+10 0.00000e+00 
1.66396e-02 1.45378e+10  -1.45378e+10 0.00000e+00 
1.66669e-02 1.46333e+10  -1.46332e+10 0.00000e+00 
1.66941e-02 1.47291e+10  -1.47291e+10 0.00000e+00 
1.67213e-02 1.48255e+10  -1.48254e+10 0.00000e+00 
1.67486e-02 1.49223e+10  -1.49223e+10 0.00000e+00 
1.67758e-02 1.50196e+10  -1.50196e+10 0.00000e+00 
1.68030e-02 1.51174e+10  -1.51173e+10 0.00000e+00 
1.68303e-02 1.52156e+10  -1.52156e+10 0.00000e+00 
1.68575e-02 1.53143e+10  -1.53143e+10 0.00000e+00 
1.68847e-02 1.54136e+10  -1.54135e+10 0.00000e+00 
1.69120e-02 1.55132e+10  -1.55132e+10 0.00000e+00 
1.69392e-02 1.56134e+10  -1.56134e+10 0.00000e+00 
1.69664e-02 1.57141e+10  -1.57140e+10 0.00000e+00 
1.69937e-02 1.58152e+10  -1.58152e+10 0.00000e+00 
1.70209e-02 1.59168e+10  -1.59168e+10 0.00000e+00 
1.70481e-02 1.60189e+10  -1.60189e+10 0.00000e+00 
1.70754e-02 1.61215e+10  -1.61215e+10 0.00000e+00 
1.71026e-02 1.62246e+10  -1.62246e+10 0.00000e+00 
1.71298e-02 1.63282e+10  -1.63282e+10 0.00000e+00 
1.71571e-02 1.64323e+10  -1.64323e+10 0.00000e+00 
1.71843e-02 1.65369e+10  -1.65369e+10 0.00000e+00 
1.72115e-02 1.66420e+10  -1.66419e+10 0.00000e+00 
1.72388e-02 1.67476e+10  -1.67475e+10 0.00000e+00 
1.72660e-02 1.68537e+10  -1.68536e+10 0.00000e+00 
1.72932e-02 1.69602e+10  -1.69602e+10 0.00000e+00 
1.73205e-02 1.70673e+10  -1.70673e+10 0.00000e+00 
1.73477e-02 1.71749e+10  -1.71749e+10 0.00000e+00 
1.73750e-02 1.72830e+10  -1.72830e+10 0.00000e+00 
1.74022e-02 1.73916e+10  -1.73916e+10 0.00000e+00 
1.74294e-02 1.75008e+10  -1.75007e+10 0.00000e+00 
1.74567e-02 1.76104e+10  -1.76104e+10 0.00000e+00 
1.74839e-02 1.77206e+10  -1.77205e+10 0.00000e+00 
1.75111e-02 1.78312e+10  -1.78312e+10 0.00000e+00 
1.75384e-02 1.79424e+10  -1.79424e+10 0.00000e+00 
1.75656e-02 1.80541e+10  -1.80541e+10 0.00000e+00 
1.75928e-02 1.81664e+10  -1.81663e+10 0.00000e+00 
1.76201e-02 1.82791e+10  -1.82791e+10 0.00000e+00 
1.76473e-02 1.83924e+10  -1.83923e+10 0.00000e+00 
1.76745e-02 1.85062e+10  -1.85061e+10 0.00000e+00 
1.77018e-02 1.86205e+10  -1.86205e+10 0.00000e+00 
1.77290e-02 1.87354e+10  -1.87353e+10 0.00000e+00 
1.77562e-02 1.88508e+10  -1.88507e+10 0.00000e+00 
1.77835e-02 1.89667e+10  -1.89666e+10 0.00000e+00 
1.78107e-02 1.90831e+10  -1.90831e+10 0.00000e+00 
1.78379e-02 1.92001e+10  -1.92001e+10 0.00000e+00 
1.78652e-02 1.93176e+10  -1.93176e+10 0.00000e+00 
1.78924e-02 1.94357e+10  -1.94357e+10 0.00000e+00 
1.79196e-02 1.95543e+10  -1.95543e+10 0.00000e+00 
1.79469e-02 1.96734e+10  -1.96734e+10 0.00000e+00 
1.79741e-02 1.97931e+10  -1.97931e+10 0.00000e+00 
1.80013e-02 1.99134e+10  -1.99133e+10 0.00000e+00 
1.80286e-02 2.00342e+10  -2.00341e+10 0.00000e+00 
1.80558e-02 2.01555e+10  -2.01554e+10 0.00000e+00 
1.80830e-02 2.02774e+10  -2.02773e+10 0.00000e+00 
1.81103e-02 2.03998e+10  -2.03998e+10 0.00000e+00 
1.81375e-02 2.05228e+10  -2.05227e+10 0.00000e+00 
1.81647e-02 2.06463e+10  -2.06463e+10 0.00000e+00 
1.81920e-02 2.07704e+10  -2.07704e+10 0.00000e+00 
1.82192e-02 2.08951e+10  -2.08950e+10 0.00000e+00 
1.82464e-02 2.10203e+10  -2.10203e+10 0.00000e+00 
1.82737e-02 2.11461e+10  -2.11460e+10 0.00000e+00 
1.83009e-02 2.12724e+10  -2.12724e+10 0.00000e+00 
1.83281e-02 2.13993e+10  -2.13993e+10 0.00000e+00 
1.83554e-02 2.15268e+10  -2.15268e+10 0.00000e+00 
1.83826e-02 2.16548e+10  -2.16548e+10 0.00000e+00 
1.84099e-02 2.17835e+10  -2.17834e+10 0.00000e+00 
1.84371e-02 2.19126e+10  -2.19126e+10 0.00000e+00 
1.84643e-02 2.20424e+10  -2.20424e+10 0.00000e+00 
1.84916e-02 2.21727e+10  -2.21727e+10 0.00000e+00 
1.85188e-02 2.23037e+10  -2.23036e+10 0.00000e+00 
1.85460e-02 2.24351e+10  -2.24351e+10 0.00000e+00 
1.85733e-02 2.25672e+10  -2.25672e+10 0.00000e+00 
1.86005e-02 2.26999e+10  -2.26998e+10 0.00000e+00 
1.86277e-02 2.28331e+10  -2.28331e+10 0.00000e+00 
1.86550e-02 2.29669e+10  -2.29669e+10 0.00000e+00 
1.86822e-02 2.31014e+10  -2.31013e+10 0.00000e+00 
1.87094e-02 2.32364e+10  -2.32363e+10 0.00000e+00 
1.87367e-02 2.33719e+10  -2.33719e+10 0.00000e+00 
1.87639e-02 2.35081e+10  -2.35081e+10 0.00000e+00 
1.87911e-02 2.36449e+10  -2.36449e+10 0.00000e+00 
1.88184e-02 2.37823e+10  -2.37822e+10 0.00000e+00 
1.88456e-02 2.39203e+10  -2.39202e+10 0.00000e+00 
1.88728e-02 2.40588e+10  -2.40588e+10 0.00000e+00 
1.89001e-02 2.41980e+10  -2.41979e+10 0.00000e+00 
1.89273e-02 2.43378e+10  -2.43377e+10 0.00000e+00 
1.89545e-02 2.44782e+10  -2.44781e+10 0.00000e+00 
1.89818e-02 2.46191e+10  -2.46191e+10 0.00000e+00 
1.90090e-02 2.47607e+10  -2.47607e+10 0.00000e+00 
1.90362e-02 2.49029e+10  -2.49029e+10 0.00000e+00 
1.90635e-02 2.50458e+10  -2.50457e+10 0.00000e+00 
1.90907e-02 2.51892e+10  -2.51891e+10 0.00000e+00 
1.91179e-02 2.53332e+10  -2.53332e+10 0.00000e+00 
1.91452e-02 2.54779e+10  -2.54778e+10 0.00000e+00 
1.91724e-02 2.56232e+10  -2.56231e+10 0.00000e+00 
1.91996e-02 2.57691e+10  -2.57690e+10 0.00000e+00 
1.92269e-02 2.59156e+10  -2.59156e+10 0.00000e+00 
1.92541e-02 2.60628e+10  -2.60627e+10 0.00000e+00 
1.92813e-02 2.62105e+10  -2.62105e+10 0.00000e+00 
1.93086e-02 2.63589e+10  -2.63589e+10 0.00000e+00 
1.93358e-02 2.65080e+10  -2.65079e+10 0.00000e+00 
1.93631e-02 2.66576e+10  -2.66576e+10 0.00000e+00 
1.93903e-02 2.68079e+10  -2.68079e+10 0.00000e+00 
1.94175e-02 2.69588e+10  -2.69588e+10 0.00000e+00 
1.94448e-02 2.71104e+10  -2.71104e+10 0.00000e+00 
1.94720e-02 2.72626e+10  -2.72626e+10 0.00000e+00 
1.94992e-02 2.74155e+10  -2.74154e+10 0.00000e+00 
1.95265e-02 2.75689e+10  -2.75689e+10 0.00000e+00 
1.95537e-02 2.77231e+10  -2.77230e+10 0.00000e+00 
1.95809e-02 2.78778e+10  -2.78778e+10 0.00000e+00 
1.96082e-02 2.80333e+10  -2.80332e+10 0.00000e+00 
1.96354e-02 2.81893e+10  -2.81893e+10 0.00000e+00 
1.96626e-02 2.83461e+10  -2.83460e+10 0.00000e+00 
1.96899e-02 2.85034e+10  -2.85034e+10 0.00000e+00 
1.97171e-02 2.86615e+10  -2.86614e+10 0.00000e+00 
1.97443e-02 2.88201e+10  -2.88201e+10 0.00000e+00 
1.97716e-02 2.89795e+10  -2.89794e+10 0.00000e+00 
1.97988e-02 2.91395e+10  -2.91394e+10 0.00000e+00 
1.98260e-02 2.93001e+10  -2.93001e+10 0.00000e+00 
1.98533e-02 2.94615e+10  -2.94614e+10 0.00000e+00 
1.98805e-02 2.96235e+10  -2.96234e+10 0.00000e+00 
1.99077e-02 2.97861e+10  -2.97861e+10 0.00000e+00 
1.99350e-02 2.99495e+10  -2.99494e+10 0.00000e+00 
1.99622e-02 3.01135e+10  -3.01134e+10 0.00000e+00 
1.99894e-02 3.02781e+10  -3.02781e+10 0.00000e+00 
2.00167e-02 3.04435e+10  -3.04434e+10 0.00000e+00 
2.00439e-02 3.06095e+10  -3.06094e+10 0.00000e+00 
2.00711e-02 3.07762e+10  -3.07761e+10 0.00000e+00 
2.00984e-02 3.09436e+10  -3.09435e+10 0.00000e+00 
2.01256e-02 3.11116e+10  -3.11116e+10 0.00000e+00 
2.01529e-02 3.12804e+10  -3.12803e+10 0.00000e+00 
2.01801e-02 3.14498e+10  -3.14498e+10 0.00000e+00 
2.02073e-02 3.16199e+10  -3.16199e+10 0.00000e+00 
2.02346e-02 3.17908e+10  -3.17907e+10 0.00000e+00 
2.02618e-02 3.19623e+10  -3.19622e+10 0.00000e+00 
2.02890e-02 3.21344e+10  -3.21344e+10 0.00000e+00 
2.03163e-02 3.23073e+10  -3.23073e+10 0.00000e+00 
2.03435e-02 3.24809e+10  -3.24809e+10 0.00000e+00 
2.03707e-02 3.26552e+10  -3.26551e+10 0.00000e+00 
2.03980e-02 3.28302e+10  -3.28301e+10 0.00000e+00 
2.04252e-02 3.30059e+10  -3.30058e+10 0.00000e+00 
2.04524e-02 3.31823e+10  -3.31822e+10 0.00000e+00 
2.04797e-02 3.33594e+10  -3.33593e+10 0.00000e+00 
2.05069e-02 3.35372e+10  -3.35371e+10 0.00000e+00 
2.05341e-02 3.37157e+10  -3.37156e+10 0.00000e+00 
2.05614e-02 3.38949e+10  -3.38948e+10 0.00000e+00 
2.05886e-02 3.40748e+10  -3.40748e+10 0.00000e+00 
2.06158e-02 3.42555e+10  -3.42554e+10 0.00000e+00 
2.06431e-02 3.44369e+10  -3.44368e+10 0.00000e+00 
2.06703e-02 3.46190e+10  -3.46189e+10 0.00000e+00 
2.06975e-02 3.48018e+10  -3.48017e+10 0.00000e+00 
2.07248e-02 3.49853e+10  -3.49853e+10 0.00000e+00 
2.07520e-02 3.51696e+10  -3.51695e+10 0.00000e+00 
2.07792e-02 3.53546e+10  -3.53545e+10 0.00000e+00 
2.08065e-02 3.55403e+10  -3.55402e+10 0.00000e+00 
2.08337e-02 3.57267e+10  -3.57267e+10 0.00000e+00 
2.08610e-02 3.59139e+10  -3.59138e+10 0.00000e+00 
2.08882e-02 3.61018e+10  -3.61018e+10 0.00000e+00 
2.09154e-02 3.62905e+10  -3.62904e+10 0.00000e+00 
2.09427e-02 3.64799e+10  -3.64798e+10 0.00000e+00 
2.09699e-02 3.66700e+10  -3.66699e+10 0.00000e+00 
2.09971e-02 3.68609e+10  -3.68608e+10 0.00000e+00 
2.10244e-02 3.70525e+10  -3.70524e+10 0.00000e+00 
2.10516e-02 3.72448e+10  -3.72448e+10 0.00000e+00 
2.10788e-02 3.74380e+10  -3.74379e+10 0.00000e+00 
2.11061e-02 3.76318e+10  -3.76318e+10 0.00000e+00 
2.11333e-02 3.78264e+10  -3.78264e+10 0.00000e+00 
2.11605e-02 3.80218e+10  -3.80217e+10 0.00000e+00 
2.11878e-02 3.82179e+10  -3.82179e+10 0.00000e+00 
2.12150e-02 3.84148e+10  -3.84147e+10 0.00000e+00 
2.12422e-02 3.86124e+10  -3.86124e+10 0.00000e+00 
2.12695e-02 3.88108e+10  -3.88108e+10 0.00000e+00 
2.12967e-02 3.90100e+10  -3.90099e+10 0.00000e+00 
2.13239e-02 3.92099e+10  -3.92099e+10 0.00000e+00 
2.13512e-02 3.94106e+10  -3.94106e+10 0.00000e+00 
2.13784e-02 3.96121e+10  -3.96120e+10 0.00000e+00 
2.14056e-02 3.98143e+10  -3.98143e+10 0.00000e+00 
2.14329e-02 4.00174e+10  -4.00173e+10 0.00000e+00 
2.14601e-02 4.02211e+10  -4.02211e+10 0.00000e+00 
2.14873e-02 4.04257e+10  -4.04256e+10 0.00000e+00 
2.15146e-02 4.06311e+10  -4.06310e+10 0.00000e+00 
2.15418e-02 4.08372e+10  -4.08371e+10 0.00000e+00 
2.15691e-02 4.10441e+10  -4.10440e+10 0.00000e+00 
2.15963e-02 4.12518e+10  -4.12517e+10 0.00000e+00 
2.16235e-02 4.14603e+10  -4.14602e+10 0.00000e+00 
2.16508e-02 4.16695e+10  -4.16695e+10 0.00000e+00 
2.16780e-02 4.18796e+10  -4.18795e+10 0.00000e+00 
2.17052e-02 4.20905e+10  -4.20904e+10 0.00000e+00 
2.17325e-02 4.23021e+10  -4.23020e+10 0.00000e+00 
2.17597e-02 4.25146e+10  -4.25145e+10 0.00000e+00 
2.17869e-02 4.27278e+10  -4.27277e+10 0.00000e+00 
2.18142e-02 4.29419e+10  -4.29418e+10 0.00000e+00 
2.18414e-02 4.31567e+10  -4.31566e+10 0.00000e+00 
2.18686e-02 4.33724e+10  -4.33723e+10 0.00000e+00 
2.18959e-02 4.35888e+10  -4.35888e+10 0.00000e+00 
2.19231e-02 4.38061e+10  -4.38060e+10 0.00000e+00 
2.19503e-02 4.40242e+10  -4.40241e+10 0.00000e+00 
2.19776e-02 4.42431e+10  -4.42430e+10 0.00000e+00 
2.20048e-02 4.44628e+10  -4.44627e+10 0.00000e+00 
2.20320e-02 4.46833e+10  -4.46833e+10 0.00000e+00 
2.20593e-02 4.49047e+10  -4.49046e+10 0.00000e+00 
2.20865e-02 4.51269e+10  -4.51268e+10 0.00000e+00 
2.21137e-02 4.53499e+10  -4.53498e+10 0.00000e+00 
2.21410e-02 4.55737e+10  -4.55736e+10 0.00000e+00 
2.21682e-02 4.57983e+10  -4.57983e+10 0.00000e+00 
2.21955e-02 4.60238e+10  -4.60237e+10 0.00000e+00 
2.22227e-02 4.62501e+10  -4.62500e+10 0.00000e+00 
2.22499e-02 4.64773e+10  -4.64772e+10 0.00000e+00 
