7.89937e-06 2.35382e-03  5.34786e-13 0.00000e+00 
6.11806e-02 5.40125e+19  -5.40125e+19 0.00000e+00 
6.11885e-02 5.40541e+19  -5.40541e+19 0.00000e+00 
6.11964e-02 5.40957e+19  -5.40957e+19 0.00000e+00 
6.12043e-02 5.41373e+19  -5.41373e+19 0.00000e+00 
6.12122e-02 5.41789e+19  -5.41789e+19 0.00000e+00 
6.12201e-02 5.42205e+19  -5.42205e+19 0.00000e+00 
6.12280e-02 5.42622e+19  -5.42622e+19 0.00000e+00 
6.12359e-02 5.43039e+19  -5.43039e+19 0.00000e+00 
6.12438e-02 5.43457e+19  -5.43457e+19 0.00000e+00 
6.12517e-02 5.43874e+19  -5.43874e+19 0.00000e+00 
6.12596e-02 5.44292e+19  -5.44292e+19 0.00000e+00 
6.12675e-02 5.44711e+19  -5.44711e+19 0.00000e+00 
6.12754e-02 5.45129e+19  -5.45129e+19 0.00000e+00 
6.12833e-02 5.45548e+19  -5.45548e+19 0.00000e+00 
6.12912e-02 5.45967e+19  -5.45967e+19 0.00000e+00 
6.12991e-02 5.46386e+19  -5.46386e+19 0.00000e+00 
6.13070e-02 5.46805e+19  -5.46805e+19 0.00000e+00 
6.13149e-02 5.47225e+19  -5.47225e+19 0.00000e+00 
6.13228e-02 5.47645e+19  -5.47645e+19 0.00000e+00 
6.13307e-02 5.48066e+19  -5.48066e+19 0.00000e+00 
6.13386e-02 5.48486e+19  -5.48486e+19 0.00000e+00 
6.13465e-02 5.48907e+19  -5.48907e+19 0.00000e+00 
6.13544e-02 5.49328e+19  -5.49328e+19 0.00000e+00 
6.13623e-02 5.49749e+19  -5.49749e+19 0.00000e+00 
6.13702e-02 5.50171e+19  -5.50171e+19 0.00000e+00 
6.13781e-02 5.50593e+19  -5.50593e+19 0.00000e+00 
6.13860e-02 5.51015e+19  -5.51015e+19 0.00000e+00 
6.13939e-02 5.51438e+19  -5.51438e+19 0.00000e+00 
6.14018e-02 5.51860e+19  -5.51860e+19 0.00000e+00 
6.14097e-02 5.52283e+19  -5.52283e+19 0.00000e+00 
6.14176e-02 5.52707e+19  -5.52707e+19 0.00000e+00 
6.14255e-02 5.53130e+19  -5.53130e+19 0.00000e+00 
6.14334e-02 5.53554e+19  -5.53554e+19 0.00000e+00 
6.14413e-02 5.53978e+19  -5.53978e+19 0.00000e+00 
6.14492e-02 5.54402e+19  -5.54402e+19 0.00000e+00 
6.14571e-02 5.54827e+19  -5.54827e+19 0.00000e+00 
6.14650e-02 5.55252e+19  -5.55252e+19 0.00000e+00 
6.14729e-02 5.55677e+19  -5.55677e+19 0.00000e+00 
6.14808e-02 5.56103e+19  -5.56103e+19 0.00000e+00 
6.14887e-02 5.56528e+19  -5.56528e+19 0.00000e+00 
6.14966e-02 5.56954e+19  -5.56954e+19 0.00000e+00 
6.15045e-02 5.57380e+19  -5.57380e+19 0.00000e+00 
6.15124e-02 5.57807e+19  -5.57807e+19 0.00000e+00 
6.15203e-02 5.58234e+19  -5.58234e+19 0.00000e+00 
6.15282e-02 5.58661e+19  -5.58661e+19 0.00000e+00 
6.15361e-02 5.59088e+19  -5.59088e+19 0.00000e+00 
6.15440e-02 5.59516e+19  -5.59516e+19 0.00000e+00 
6.15519e-02 5.59944e+19  -5.59944e+19 0.00000e+00 
6.15598e-02 5.60372e+19  -5.60372e+19 0.00000e+00 
6.15677e-02 5.60800e+19  -5.60800e+19 0.00000e+00 
6.15756e-02 5.61229e+19  -5.61229e+19 0.00000e+00 
6.15835e-02 5.61658e+19  -5.61658e+19 0.00000e+00 
6.15914e-02 5.62087e+19  -5.62087e+19 0.00000e+00 
6.15993e-02 5.62517e+19  -5.62517e+19 0.00000e+00 
6.16072e-02 5.62946e+19  -5.62946e+19 0.00000e+00 
6.16151e-02 5.63376e+19  -5.63376e+19 0.00000e+00 
6.16230e-02 5.63807e+19  -5.63807e+19 0.00000e+00 
6.16309e-02 5.64237e+19  -5.64237e+19 0.00000e+00 
6.16388e-02 5.64668e+19  -5.64668e+19 0.00000e+00 
6.16467e-02 5.65099e+19  -5.65099e+19 0.00000e+00 
6.16546e-02 5.65531e+19  -5.65531e+19 0.00000e+00 
6.16625e-02 5.65962e+19  -5.65962e+19 0.00000e+00 
6.16704e-02 5.66394e+19  -5.66394e+19 0.00000e+00 
6.16783e-02 5.66827e+19  -5.66827e+19 0.00000e+00 
6.16862e-02 5.67259e+19  -5.67259e+19 0.00000e+00 
6.16941e-02 5.67692e+19  -5.67692e+19 0.00000e+00 
6.17020e-02 5.68125e+19  -5.68125e+19 0.00000e+00 
6.17099e-02 5.68558e+19  -5.68558e+19 0.00000e+00 
6.17178e-02 5.68992e+19  -5.68992e+19 0.00000e+00 
6.17257e-02 5.69426e+19  -5.69426e+19 0.00000e+00 
6.17336e-02 5.69860e+19  -5.69860e+19 0.00000e+00 
6.17415e-02 5.70294e+19  -5.70294e+19 0.00000e+00 
6.17494e-02 5.70729e+19  -5.70729e+19 0.00000e+00 
6.17573e-02 5.71164e+19  -5.71164e+19 0.00000e+00 
6.17652e-02 5.71599e+19  -5.71599e+19 0.00000e+00 
6.17731e-02 5.72035e+19  -5.72035e+19 0.00000e+00 
6.17810e-02 5.72471e+19  -5.72471e+19 0.00000e+00 
6.17888e-02 5.72907e+19  -5.72907e+19 0.00000e+00 
6.17967e-02 5.73343e+19  -5.73343e+19 0.00000e+00 
6.18046e-02 5.73780e+19  -5.73780e+19 0.00000e+00 
6.18125e-02 5.74217e+19  -5.74217e+19 0.00000e+00 
6.18204e-02 5.74654e+19  -5.74654e+19 0.00000e+00 
6.18283e-02 5.75091e+19  -5.75091e+19 0.00000e+00 
6.18362e-02 5.75529e+19  -5.75529e+19 0.00000e+00 
6.18441e-02 5.75967e+19  -5.75967e+19 0.00000e+00 
6.18520e-02 5.76405e+19  -5.76405e+19 0.00000e+00 
6.18599e-02 5.76844e+19  -5.76844e+19 0.00000e+00 
6.18678e-02 5.77283e+19  -5.77283e+19 0.00000e+00 
6.18757e-02 5.77722e+19  -5.77722e+19 0.00000e+00 
6.18836e-02 5.78161e+19  -5.78161e+19 0.00000e+00 
6.18915e-02 5.78601e+19  -5.78601e+19 0.00000e+00 
6.18994e-02 5.79041e+19  -5.79041e+19 0.00000e+00 
6.19073e-02 5.79481e+19  -5.79481e+19 0.00000e+00 
6.19152e-02 5.79922e+19  -5.79922e+19 0.00000e+00 
6.19231e-02 5.80362e+19  -5.80362e+19 0.00000e+00 
6.19310e-02 5.80804e+19  -5.80804e+19 0.00000e+00 
6.19389e-02 5.81245e+19  -5.81245e+19 0.00000e+00 
6.19468e-02 5.81687e+19  -5.81687e+19 0.00000e+00 
6.19547e-02 5.82128e+19  -5.82128e+19 0.00000e+00 
6.19626e-02 5.82571e+19  -5.82571e+19 0.00000e+00 
6.19705e-02 5.83013e+19  -5.83013e+19 0.00000e+00 
6.19784e-02 5.83456e+19  -5.83456e+19 0.00000e+00 
6.19863e-02 5.83899e+19  -5.83899e+19 0.00000e+00 
6.19942e-02 5.84342e+19  -5.84342e+19 0.00000e+00 
6.20021e-02 5.84786e+19  -5.84786e+19 0.00000e+00 
6.20100e-02 5.85230e+19  -5.85230e+19 0.00000e+00 
6.20179e-02 5.85674e+19  -5.85674e+19 0.00000e+00 
6.20258e-02 5.86118e+19  -5.86118e+19 0.00000e+00 
6.20337e-02 5.86563e+19  -5.86563e+19 0.00000e+00 
6.20416e-02 5.87008e+19  -5.87008e+19 0.00000e+00 
6.20495e-02 5.87453e+19  -5.87453e+19 0.00000e+00 
6.20574e-02 5.87899e+19  -5.87899e+19 0.00000e+00 
6.20653e-02 5.88345e+19  -5.88345e+19 0.00000e+00 
6.20732e-02 5.88791e+19  -5.88791e+19 0.00000e+00 
6.20811e-02 5.89237e+19  -5.89237e+19 0.00000e+00 
6.20890e-02 5.89684e+19  -5.89684e+19 0.00000e+00 
6.20969e-02 5.90131e+19  -5.90131e+19 0.00000e+00 
6.21048e-02 5.90578e+19  -5.90578e+19 0.00000e+00 
6.21127e-02 5.91025e+19  -5.91025e+19 0.00000e+00 
6.21206e-02 5.91473e+19  -5.91473e+19 0.00000e+00 
6.21285e-02 5.91921e+19  -5.91921e+19 0.00000e+00 
6.21364e-02 5.92370e+19  -5.92370e+19 0.00000e+00 
6.21443e-02 5.92818e+19  -5.92818e+19 0.00000e+00 
6.21522e-02 5.93267e+19  -5.93267e+19 0.00000e+00 
6.21601e-02 5.93716e+19  -5.93716e+19 0.00000e+00 
6.21680e-02 5.94166e+19  -5.94166e+19 0.00000e+00 
6.21759e-02 5.94616e+19  -5.94616e+19 0.00000e+00 
6.21838e-02 5.95066e+19  -5.95066e+19 0.00000e+00 
6.21917e-02 5.95516e+19  -5.95516e+19 0.00000e+00 
6.21996e-02 5.95967e+19  -5.95967e+19 0.00000e+00 
6.22075e-02 5.96418e+19  -5.96418e+19 0.00000e+00 
6.22154e-02 5.96869e+19  -5.96869e+19 0.00000e+00 
6.22233e-02 5.97320e+19  -5.97320e+19 0.00000e+00 
6.22312e-02 5.97772e+19  -5.97772e+19 0.00000e+00 
6.22391e-02 5.98224e+19  -5.98224e+19 0.00000e+00 
6.22470e-02 5.98676e+19  -5.98676e+19 0.00000e+00 
6.22549e-02 5.99129e+19  -5.99129e+19 0.00000e+00 
6.22628e-02 5.99582e+19  -5.99582e+19 0.00000e+00 
6.22707e-02 6.00035e+19  -6.00035e+19 0.00000e+00 
6.22786e-02 6.00489e+19  -6.00488e+19 0.00000e+00 
6.22865e-02 6.00942e+19  -6.00942e+19 0.00000e+00 
6.22944e-02 6.01396e+19  -6.01396e+19 0.00000e+00 
6.23023e-02 6.01851e+19  -6.01851e+19 0.00000e+00 
6.23102e-02 6.02305e+19  -6.02305e+19 0.00000e+00 
6.23181e-02 6.02760e+19  -6.02760e+19 0.00000e+00 
6.23260e-02 6.03215e+19  -6.03215e+19 0.00000e+00 
6.23339e-02 6.03671e+19  -6.03671e+19 0.00000e+00 
6.23418e-02 6.04126e+19  -6.04126e+19 0.00000e+00 
6.23497e-02 6.04582e+19  -6.04582e+19 0.00000e+00 
6.23576e-02 6.05039e+19  -6.05039e+19 0.00000e+00 
6.23655e-02 6.05495e+19  -6.05495e+19 0.00000e+00 
6.23734e-02 6.05952e+19  -6.05952e+19 0.00000e+00 
6.23813e-02 6.06409e+19  -6.06409e+19 0.00000e+00 
6.23892e-02 6.06867e+19  -6.06867e+19 0.00000e+00 
6.23971e-02 6.07325e+19  -6.07325e+19 0.00000e+00 
6.24050e-02 6.07783e+19  -6.07783e+19 0.00000e+00 
6.24129e-02 6.08241e+19  -6.08241e+19 0.00000e+00 
6.24208e-02 6.08700e+19  -6.08700e+19 0.00000e+00 
6.24287e-02 6.09159e+19  -6.09158e+19 0.00000e+00 
6.24366e-02 6.09618e+19  -6.09618e+19 0.00000e+00 
6.24445e-02 6.10077e+19  -6.10077e+19 0.00000e+00 
6.24524e-02 6.10537e+19  -6.10537e+19 0.00000e+00 
6.24603e-02 6.10997e+19  -6.10997e+19 0.00000e+00 
6.24682e-02 6.11457e+19  -6.11457e+19 0.00000e+00 
6.24761e-02 6.11918e+19  -6.11918e+19 0.00000e+00 
6.24840e-02 6.12379e+19  -6.12379e+19 0.00000e+00 
6.24919e-02 6.12840e+19  -6.12840e+19 0.00000e+00 
6.24998e-02 6.13302e+19  -6.13302e+19 0.00000e+00 
6.25077e-02 6.13763e+19  -6.13763e+19 0.00000e+00 
6.25156e-02 6.14225e+19  -6.14225e+19 0.00000e+00 
6.25235e-02 6.14688e+19  -6.14688e+19 0.00000e+00 
6.25314e-02 6.15150e+19  -6.15150e+19 0.00000e+00 
6.25393e-02 6.15613e+19  -6.15613e+19 0.00000e+00 
6.25472e-02 6.16077e+19  -6.16076e+19 0.00000e+00 
6.25551e-02 6.16540e+19  -6.16540e+19 0.00000e+00 
6.25630e-02 6.17004e+19  -6.17004e+19 0.00000e+00 
6.25709e-02 6.17468e+19  -6.17468e+19 0.00000e+00 
6.25788e-02 6.17932e+19  -6.17932e+19 0.00000e+00 
6.25867e-02 6.18397e+19  -6.18397e+19 0.00000e+00 
6.25946e-02 6.18862e+19  -6.18862e+19 0.00000e+00 
6.26025e-02 6.19327e+19  -6.19327e+19 0.00000e+00 
6.26104e-02 6.19793e+19  -6.19793e+19 0.00000e+00 
6.26183e-02 6.20259e+19  -6.20259e+19 0.00000e+00 
6.26262e-02 6.20725e+19  -6.20725e+19 0.00000e+00 
6.26341e-02 6.21191e+19  -6.21191e+19 0.00000e+00 
6.26420e-02 6.21658e+19  -6.21658e+19 0.00000e+00 
6.26499e-02 6.22125e+19  -6.22125e+19 0.00000e+00 
6.26578e-02 6.22592e+19  -6.22592e+19 0.00000e+00 
6.26657e-02 6.23060e+19  -6.23060e+19 0.00000e+00 
6.26736e-02 6.23528e+19  -6.23528e+19 0.00000e+00 
6.26815e-02 6.23996e+19  -6.23996e+19 0.00000e+00 
6.26894e-02 6.24464e+19  -6.24464e+19 0.00000e+00 
6.26973e-02 6.24933e+19  -6.24933e+19 0.00000e+00 
6.27052e-02 6.25402e+19  -6.25402e+19 0.00000e+00 
6.27131e-02 6.25871e+19  -6.25871e+19 0.00000e+00 
6.27210e-02 6.26341e+19  -6.26341e+19 0.00000e+00 
6.27289e-02 6.26811e+19  -6.26811e+19 0.00000e+00 
6.27368e-02 6.27281e+19  -6.27281e+19 0.00000e+00 
6.27447e-02 6.27752e+19  -6.27752e+19 0.00000e+00 
6.27526e-02 6.28222e+19  -6.28222e+19 0.00000e+00 
6.27605e-02 6.28693e+19  -6.28693e+19 0.00000e+00 
6.27684e-02 6.29165e+19  -6.29165e+19 0.00000e+00 
6.27763e-02 6.29636e+19  -6.29636e+19 0.00000e+00 
6.27842e-02 6.30108e+19  -6.30108e+19 0.00000e+00 
6.27921e-02 6.30581e+19  -6.30581e+19 0.00000e+00 
6.28000e-02 6.31053e+19  -6.31053e+19 0.00000e+00 
6.28079e-02 6.31526e+19  -6.31526e+19 0.00000e+00 
6.28158e-02 6.31999e+19  -6.31999e+19 0.00000e+00 
6.28237e-02 6.32473e+19  -6.32473e+19 0.00000e+00 
6.28316e-02 6.32946e+19  -6.32946e+19 0.00000e+00 
6.28395e-02 6.33420e+19  -6.33420e+19 0.00000e+00 
6.28474e-02 6.33895e+19  -6.33895e+19 0.00000e+00 
6.28553e-02 6.34369e+19  -6.34369e+19 0.00000e+00 
6.28632e-02 6.34844e+19  -6.34844e+19 0.00000e+00 
6.28711e-02 6.35320e+19  -6.35320e+19 0.00000e+00 
6.28790e-02 6.35795e+19  -6.35795e+19 0.00000e+00 
6.28869e-02 6.36271e+19  -6.36271e+19 0.00000e+00 
6.28948e-02 6.36747e+19  -6.36747e+19 0.00000e+00 
6.29027e-02 6.37223e+19  -6.37223e+19 0.00000e+00 
6.29106e-02 6.37700e+19  -6.37700e+19 0.00000e+00 
6.29185e-02 6.38177e+19  -6.38177e+19 0.00000e+00 
6.29264e-02 6.38654e+19  -6.38654e+19 0.00000e+00 
6.29343e-02 6.39132e+19  -6.39132e+19 0.00000e+00 
6.29422e-02 6.39610e+19  -6.39610e+19 0.00000e+00 
6.29501e-02 6.40088e+19  -6.40088e+19 0.00000e+00 
6.29580e-02 6.40566e+19  -6.40566e+19 0.00000e+00 
6.29659e-02 6.41045e+19  -6.41045e+19 0.00000e+00 
6.29738e-02 6.41524e+19  -6.41524e+19 0.00000e+00 
6.29817e-02 6.42004e+19  -6.42004e+19 0.00000e+00 
6.29896e-02 6.42483e+19  -6.42483e+19 0.00000e+00 
6.29975e-02 6.42963e+19  -6.42963e+19 0.00000e+00 
6.30054e-02 6.43444e+19  -6.43444e+19 0.00000e+00 
6.30133e-02 6.43924e+19  -6.43924e+19 0.00000e+00 
6.30212e-02 6.44405e+19  -6.44405e+19 0.00000e+00 
6.30291e-02 6.44886e+19  -6.44886e+19 0.00000e+00 
6.30369e-02 6.45368e+19  -6.45368e+19 0.00000e+00 
6.30448e-02 6.45849e+19  -6.45849e+19 0.00000e+00 
6.30527e-02 6.46331e+19  -6.46331e+19 0.00000e+00 
6.30606e-02 6.46814e+19  -6.46814e+19 0.00000e+00 
6.30685e-02 6.47296e+19  -6.47296e+19 0.00000e+00 
6.30764e-02 6.47779e+19  -6.47779e+19 0.00000e+00 
6.30843e-02 6.48263e+19  -6.48262e+19 0.00000e+00 
6.30922e-02 6.48746e+19  -6.48746e+19 0.00000e+00 
6.31001e-02 6.49230e+19  -6.49230e+19 0.00000e+00 
6.31080e-02 6.49714e+19  -6.49714e+19 0.00000e+00 
6.31159e-02 6.50198e+19  -6.50198e+19 0.00000e+00 
6.31238e-02 6.50683e+19  -6.50683e+19 0.00000e+00 
6.31317e-02 6.51168e+19  -6.51168e+19 0.00000e+00 
6.31396e-02 6.51654e+19  -6.51654e+19 0.00000e+00 
6.31475e-02 6.52139e+19  -6.52139e+19 0.00000e+00 
6.31554e-02 6.52625e+19  -6.52625e+19 0.00000e+00 
6.31633e-02 6.53111e+19  -6.53111e+19 0.00000e+00 
6.31712e-02 6.53598e+19  -6.53598e+19 0.00000e+00 
6.31791e-02 6.54085e+19  -6.54085e+19 0.00000e+00 
6.31870e-02 6.54572e+19  -6.54572e+19 0.00000e+00 
6.31949e-02 6.55059e+19  -6.55059e+19 0.00000e+00 
6.32028e-02 6.55547e+19  -6.55547e+19 0.00000e+00 
6.32107e-02 6.56035e+19  -6.56035e+19 0.00000e+00 
6.32186e-02 6.56524e+19  -6.56524e+19 0.00000e+00 
6.32265e-02 6.57012e+19  -6.57012e+19 0.00000e+00 
6.32344e-02 6.57501e+19  -6.57501e+19 0.00000e+00 
6.32423e-02 6.57990e+19  -6.57990e+19 0.00000e+00 
6.32502e-02 6.58480e+19  -6.58480e+19 0.00000e+00 
6.32581e-02 6.58970e+19  -6.58970e+19 0.00000e+00 
6.32660e-02 6.59460e+19  -6.59460e+19 0.00000e+00 
6.32739e-02 6.59951e+19  -6.59951e+19 0.00000e+00 
6.32818e-02 6.60441e+19  -6.60441e+19 0.00000e+00 
6.32897e-02 6.60932e+19  -6.60932e+19 0.00000e+00 
6.32976e-02 6.61424e+19  -6.61424e+19 0.00000e+00 
6.33055e-02 6.61915e+19  -6.61915e+19 0.00000e+00 
6.33134e-02 6.62407e+19  -6.62407e+19 0.00000e+00 
6.33213e-02 6.62900e+19  -6.62900e+19 0.00000e+00 
6.33292e-02 6.63392e+19  -6.63392e+19 0.00000e+00 
6.33371e-02 6.63885e+19  -6.63885e+19 0.00000e+00 
6.33450e-02 6.64378e+19  -6.64378e+19 0.00000e+00 
6.33529e-02 6.64872e+19  -6.64872e+19 0.00000e+00 
6.33608e-02 6.65366e+19  -6.65366e+19 0.00000e+00 
6.33687e-02 6.65860e+19  -6.65860e+19 0.00000e+00 
6.33766e-02 6.66354e+19  -6.66354e+19 0.00000e+00 
6.33845e-02 6.66849e+19  -6.66849e+19 0.00000e+00 
6.33924e-02 6.67344e+19  -6.67344e+19 0.00000e+00 
6.34003e-02 6.67839e+19  -6.67839e+19 0.00000e+00 
6.34082e-02 6.68335e+19  -6.68335e+19 0.00000e+00 
6.34161e-02 6.68831e+19  -6.68831e+19 0.00000e+00 
6.34240e-02 6.69327e+19  -6.69327e+19 0.00000e+00 
6.34319e-02 6.69824e+19  -6.69824e+19 0.00000e+00 
6.34398e-02 6.70321e+19  -6.70321e+19 0.00000e+00 
6.34477e-02 6.70818e+19  -6.70818e+19 0.00000e+00 
6.34556e-02 6.71315e+19  -6.71315e+19 0.00000e+00 
6.34635e-02 6.71813e+19  -6.71813e+19 0.00000e+00 
6.34714e-02 6.72311e+19  -6.72311e+19 0.00000e+00 
6.34793e-02 6.72810e+19  -6.72810e+19 0.00000e+00 
6.34872e-02 6.73308e+19  -6.73308e+19 0.00000e+00 
6.34951e-02 6.73807e+19  -6.73807e+19 0.00000e+00 
6.35030e-02 6.74307e+19  -6.74307e+19 0.00000e+00 
6.35109e-02 6.74806e+19  -6.74806e+19 0.00000e+00 
6.35188e-02 6.75306e+19  -6.75306e+19 0.00000e+00 
6.35267e-02 6.75806e+19  -6.75806e+19 0.00000e+00 
6.35346e-02 6.76307e+19  -6.76307e+19 0.00000e+00 
6.35425e-02 6.76808e+19  -6.76808e+19 0.00000e+00 
6.35504e-02 6.77309e+19  -6.77309e+19 0.00000e+00 
6.35583e-02 6.77811e+19  -6.77811e+19 0.00000e+00 
6.35662e-02 6.78312e+19  -6.78312e+19 0.00000e+00 
6.35741e-02 6.78814e+19  -6.78814e+19 0.00000e+00 
6.35820e-02 6.79317e+19  -6.79317e+19 0.00000e+00 
6.35899e-02 6.79820e+19  -6.79820e+19 0.00000e+00 
6.35978e-02 6.80323e+19  -6.80323e+19 0.00000e+00 
6.36057e-02 6.80826e+19  -6.80826e+19 0.00000e+00 
6.36136e-02 6.81330e+19  -6.81329e+19 0.00000e+00 
6.36215e-02 6.81833e+19  -6.81833e+19 0.00000e+00 
6.36294e-02 6.82338e+19  -6.82338e+19 0.00000e+00 
6.36373e-02 6.82842e+19  -6.82842e+19 0.00000e+00 
6.36452e-02 6.83347e+19  -6.83347e+19 0.00000e+00 
6.36531e-02 6.83852e+19  -6.83852e+19 0.00000e+00 
6.36610e-02 6.84358e+19  -6.84358e+19 0.00000e+00 
6.36689e-02 6.84864e+19  -6.84864e+19 0.00000e+00 
6.36768e-02 6.85370e+19  -6.85370e+19 0.00000e+00 
6.36847e-02 6.85876e+19  -6.85876e+19 0.00000e+00 
6.36926e-02 6.86383e+19  -6.86383e+19 0.00000e+00 
6.37005e-02 6.86890e+19  -6.86890e+19 0.00000e+00 
6.37084e-02 6.87397e+19  -6.87397e+19 0.00000e+00 
6.37163e-02 6.87905e+19  -6.87905e+19 0.00000e+00 
6.37242e-02 6.88413e+19  -6.88413e+19 0.00000e+00 
6.37321e-02 6.88921e+19  -6.88921e+19 0.00000e+00 
6.37400e-02 6.89430e+19  -6.89430e+19 0.00000e+00 
6.37479e-02 6.89939e+19  -6.89939e+19 0.00000e+00 
6.37558e-02 6.90448e+19  -6.90448e+19 0.00000e+00 
6.37637e-02 6.90958e+19  -6.90958e+19 0.00000e+00 
6.37716e-02 6.91468e+19  -6.91467e+19 0.00000e+00 
6.37795e-02 6.91978e+19  -6.91978e+19 0.00000e+00 
6.37874e-02 6.92488e+19  -6.92488e+19 0.00000e+00 
6.37953e-02 6.92999e+19  -6.92999e+19 0.00000e+00 
6.38032e-02 6.93510e+19  -6.93510e+19 0.00000e+00 
6.38111e-02 6.94021e+19  -6.94021e+19 0.00000e+00 
6.38190e-02 6.94533e+19  -6.94533e+19 0.00000e+00 
6.38269e-02 6.95045e+19  -6.95045e+19 0.00000e+00 
6.38348e-02 6.95558e+19  -6.95558e+19 0.00000e+00 
6.38427e-02 6.96070e+19  -6.96070e+19 0.00000e+00 
6.38506e-02 6.96583e+19  -6.96583e+19 0.00000e+00 
6.38585e-02 6.97097e+19  -6.97097e+19 0.00000e+00 
6.38664e-02 6.97610e+19  -6.97610e+19 0.00000e+00 
6.38743e-02 6.98124e+19  -6.98124e+19 0.00000e+00 
6.38822e-02 6.98638e+19  -6.98638e+19 0.00000e+00 
6.38901e-02 6.99153e+19  -6.99153e+19 0.00000e+00 
6.38980e-02 6.99668e+19  -6.99668e+19 0.00000e+00 
6.39059e-02 7.00183e+19  -7.00183e+19 0.00000e+00 
6.39138e-02 7.00699e+19  -7.00699e+19 0.00000e+00 
6.39217e-02 7.01214e+19  -7.01214e+19 0.00000e+00 
6.39296e-02 7.01731e+19  -7.01730e+19 0.00000e+00 
6.39375e-02 7.02247e+19  -7.02247e+19 0.00000e+00 
6.39454e-02 7.02764e+19  -7.02764e+19 0.00000e+00 
6.39533e-02 7.03281e+19  -7.03281e+19 0.00000e+00 
6.39612e-02 7.03798e+19  -7.03798e+19 0.00000e+00 
6.39691e-02 7.04316e+19  -7.04316e+19 0.00000e+00 
6.39770e-02 7.04834e+19  -7.04834e+19 0.00000e+00 
6.39849e-02 7.05352e+19  -7.05352e+19 0.00000e+00 
6.39928e-02 7.05871e+19  -7.05871e+19 0.00000e+00 
6.40007e-02 7.06390e+19  -7.06390e+19 0.00000e+00 
6.40086e-02 7.06909e+19  -7.06909e+19 0.00000e+00 
6.40165e-02 7.07429e+19  -7.07429e+19 0.00000e+00 
6.40244e-02 7.07949e+19  -7.07949e+19 0.00000e+00 
6.40323e-02 7.08469e+19  -7.08469e+19 0.00000e+00 
6.40402e-02 7.08990e+19  -7.08990e+19 0.00000e+00 
6.40481e-02 7.09511e+19  -7.09511e+19 0.00000e+00 
6.40560e-02 7.10032e+19  -7.10032e+19 0.00000e+00 
6.40639e-02 7.10553e+19  -7.10553e+19 0.00000e+00 
6.40718e-02 7.11075e+19  -7.11075e+19 0.00000e+00 
6.40797e-02 7.11597e+19  -7.11597e+19 0.00000e+00 
6.40876e-02 7.12120e+19  -7.12120e+19 0.00000e+00 
6.40955e-02 7.12643e+19  -7.12643e+19 0.00000e+00 
6.41034e-02 7.13166e+19  -7.13166e+19 0.00000e+00 
6.41113e-02 7.13689e+19  -7.13689e+19 0.00000e+00 
6.41192e-02 7.14213e+19  -7.14213e+19 0.00000e+00 
6.41271e-02 7.14737e+19  -7.14737e+19 0.00000e+00 
6.41350e-02 7.15261e+19  -7.15261e+19 0.00000e+00 
6.41429e-02 7.15786e+19  -7.15786e+19 0.00000e+00 
6.41508e-02 7.16311e+19  -7.16311e+19 0.00000e+00 
6.41587e-02 7.16836e+19  -7.16836e+19 0.00000e+00 
6.41666e-02 7.17362e+19  -7.17362e+19 0.00000e+00 
6.41745e-02 7.17888e+19  -7.17888e+19 0.00000e+00 
6.41824e-02 7.18414e+19  -7.18414e+19 0.00000e+00 
6.41903e-02 7.18941e+19  -7.18941e+19 0.00000e+00 
6.41982e-02 7.19468e+19  -7.19468e+19 0.00000e+00 
6.42061e-02 7.19995e+19  -7.19995e+19 0.00000e+00 
6.42140e-02 7.20523e+19  -7.20523e+19 0.00000e+00 
6.42219e-02 7.21051e+19  -7.21051e+19 0.00000e+00 
6.42298e-02 7.21579e+19  -7.21579e+19 0.00000e+00 
6.42377e-02 7.22108e+19  -7.22108e+19 0.00000e+00 
6.42456e-02 7.22636e+19  -7.22636e+19 0.00000e+00 
6.42535e-02 7.23166e+19  -7.23166e+19 0.00000e+00 
6.42614e-02 7.23695e+19  -7.23695e+19 0.00000e+00 
6.42693e-02 7.24225e+19  -7.24225e+19 0.00000e+00 
6.42772e-02 7.24755e+19  -7.24755e+19 0.00000e+00 
6.42850e-02 7.25286e+19  -7.25286e+19 0.00000e+00 
6.42929e-02 7.25817e+19  -7.25817e+19 0.00000e+00 
6.43008e-02 7.26348e+19  -7.26348e+19 0.00000e+00 
6.43087e-02 7.26879e+19  -7.26879e+19 0.00000e+00 
6.43166e-02 7.27411e+19  -7.27411e+19 0.00000e+00 
6.43245e-02 7.27943e+19  -7.27943e+19 0.00000e+00 
6.43324e-02 7.28475e+19  -7.28475e+19 0.00000e+00 
6.43403e-02 7.29008e+19  -7.29008e+19 0.00000e+00 
6.43482e-02 7.29541e+19  -7.29541e+19 0.00000e+00 
6.43561e-02 7.30075e+19  -7.30075e+19 0.00000e+00 
6.43640e-02 7.30608e+19  -7.30608e+19 0.00000e+00 
6.43719e-02 7.31142e+19  -7.31142e+19 0.00000e+00 
6.43798e-02 7.31677e+19  -7.31677e+19 0.00000e+00 
6.43877e-02 7.32212e+19  -7.32212e+19 0.00000e+00 
6.43956e-02 7.32747e+19  -7.32747e+19 0.00000e+00 
6.44035e-02 7.33282e+19  -7.33282e+19 0.00000e+00 
6.44114e-02 7.33818e+19  -7.33818e+19 0.00000e+00 
